0000641230-0001-1,STEVEN C/DONNA TECK,MCDONALD #552,16908 PARTHENIA STREET,NORTHRIDGE,16908 PARTHENIA 91343-4506,11830 BALBOA BLVD,GRANADA HILLS,91344-2753,722110,Full-service restaurants,12,10/01/1987,,"(34.2284, -118.5001)"
0000470372-0001-4,TORU NAGAO,NAGAO,13050 SAN VICENTE BLVD #110,LOS ANGELES,13050 SAN VICENTE 90049-4851,13050 SAN VICENTE BLVD #110,LOS ANGELES,90049-4851,722110,Full-service restaurants,11,07/29/1997,,"(34.0485, -118.4908)"
0002369457-0001-1,MELODY BAR LLC,BAR MELODY | MELODY BAR AND GRILL,9132 S SEPULVEDA BLVD,LOS ANGELES,9132 SEPULVEDA 90045-4804,,,,722110,Full-service restaurants,11,03/10/2008,,"(33.9534, -118.3961)"
0000806137-0001-7,FRANCISCO ARCEO,PACOS RESTAURANT,20917 SHERMAN WAY,CANOGA PARK,20917 SHERMAN 91303-1743,,,,722110,Full-service restaurants,3,08/06/1990,,"(34.2011, -118.5889)"
0002766223-0001-5,KRITTIMA CHITTASENEE,CHICKEN ON FIRE,8500 W OLYMPIC BLVD SUITE #B,LOS ANGELES,8500 OLYMPIC 90035-8500,,,,722110,Full-service restaurants,5,05/01/2014,,"(34.0593, -118.3772)"
0002752846-0001-0,KASIMYAN ROMIK,SHERMAN WAY GRILL & PIZZA RESTAURANT,12930 SHERMAN WAY,NORTH HOLLYWOOD,12930 SHERMAN 91605-4953,,,,722110,Full-service restaurants,2,05/22/2014,,"(34.2012, -118.4145)"
0002457866-0003-3,DONALD BAILEY SR MANAGEMENT COMPANY,MCDONALD'S,1800 S WESTERN AVENUE,LOS ANGELES,1800 WESTERN 90006-5806,121 S HOPE STREET SUITE #307,LOS ANGELES,90012-5005,722110,Full-service restaurants,10,07/09/2009,,"(34.0412, -118.309)"
0002264378-0001-2,JNJ HEALTH FOODS INC,SANSAI JAPANESE GRILL CHATSWORTH,9243 WINNETKA AVENUE UNIT #D,CHATSWORTH,9243 WINNETKA 91311-8125,12146 BEAUFAIT AVENUE,NORTHRIDGE,91326-1102,722110,Full-service restaurants,12,09/17/2007,,"(34.2381, -118.571)"
0002764679-0001-9,"SESAME TREE, INC",,8562 W 3RD STREET,LOS ANGELES,8562 3RD 90048,550 S GRAMERCY PLACE APARTMENT #312,LOS ANGELES,90020-4999,722110,Full-service restaurants,5,08/01/2014,,"(34.0735, -118.3787)"
0002765729-0001-6,"GRANVILLE RESTAURANT PARTNERS, LLC.",,12345 VENTURA BLVD SUITE #C,STUDIO CITY,12345 VENTURA 91604-2511,16133 VENTURA BLVD SUITE #1245,ENCINO,91436-2425,722110,Full-service restaurants,2,08/11/2014,,"(34.143, -118.4018)"
0002338643-0001-9,GREAT CHONS INC,LOUISIANA FRIED CHICKEN & FISH #102,4501 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,4501 MARTIN LUTHER KING JR 90016-6002,,,,722110,Full-service restaurants,10,03/19/2008,,"(34.0192, -118.3483)"
0002299938-0001-2,CAROLINA GARCIA,DELICIAS Y ANTOJITOS,15323 PARTHENIA STREET,NORTH HILLS,15323 PARTHENIA 91343-5105,,,,722110,Full-service restaurants,6,10/29/2007,,"(34.2282, -118.4659)"
0002242273-0001-4,EDWIN VALDIVIA,,4400 S BROADWAY #105,LOS ANGELES,4400 BROADWAY 90037-2792,,,,722110,Full-service restaurants,9,01/01/2003,,"(34.0037, -118.2783)"
0002430124-0001-2,UR BUNS LLC,NICK'S CAFE,1300 N SPRING STREET,LOS ANGELES,1300 SPRING 90012-1840,,,,722110,Full-service restaurants,1,05/01/2009,,"(34.0661, -118.2334)"
0002753474-0001-6,CUTTER'S PIZZA,,19014 VENTURA BLVD,TARZANA,19014 VENTURA 91356-3214,,,,722110,Full-service restaurants,3,01/01/2014,,"(34.1725, -118.5475)"
0002424980-0001-4,BRAVO PIZZA & SUB LLC,,5142 HOLLYWOOD BLVD,LOS ANGELES,5142 HOLLYWOOD 90027-6106,,,,722110,Full-service restaurants,13,01/10/2009,,"(34.1017, -118.3021)"
0000301478-0001-7,ANTONIO ROJAS,TEXTILE CAFE,840 SANTEE STREET #111,LOS ANGELES,840 SANTEE 90014-2264,718 E MATCHWOOD STREET,AZUSA,91702-3817,722110,Full-service restaurants,14,03/08/2004,,"(34.0408, -118.2523)"
0000813173-0001-8,MIGUEL FLORES,CEMITAS POBLANAS MI MAGDALENA RESTAURANT,401 S INDIANA STREET,LOS ANGELES,401 INDIANA 90063-3908,,,,722110,Full-service restaurants,14,07/07/2004,,"(34.0319, -118.1924)"
0000195355-0013-7,PANDA EXPRESS INC,PAND EXPRESS #219,18427 NORDHOFF STREET #D,NORTHRIDGE,18427 NORDHOFF 91325-2280,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,12,11/01/1993,,"(34.2355, -118.5343)"
0000583879-0001-1,RICARDO LINARES RIVERA,LOS ANTOJITOS MEXICAN RESTAURANT,2122 E 1ST STREET,LOS ANGELES,2122 1ST 90033-3918,,,,722110,Full-service restaurants,14,01/01/2002,,"(34.0447, -118.2133)"
0000985180-0001-2,KACIN CELIK,CORLEONE PIZZA,310 W 7TH STREET,LOS ANGELES,310 7TH 90014-1706,,,,722110,Full-service restaurants,14,11/01/2002,,"(34.0453, -118.2534)"
0000308822-0001-5,ROSEMARIE TAMKIN,NONA ROSA CATERING,5505 LAUREL CANYON BLVD,N HOLLYWOOD,5505 LAUREL CANYON 91607-4602,14820 CLARK STREET,SHERMAN OAKS,91411-3779,722110,Full-service restaurants,2,01/01/1996,,"(34.1704, -118.3965)"
0000531696-0001-1,ELISHA BROTHERS INC,CALIFORNIA FRESH BREADS & PIZZA,2000 WESTWOOD BLVD,LOS ANGELES,2000 WESTWOOD 90025-6329,,,,722110,Full-service restaurants,5,01/02/1998,,"(34.0466, -118.4341)"
0000649093-0030-2,MCDONALDS RESTAURANTS OF CA INC,MCDONALD'S #4431,1845 S LA CIENEGA BLVD,LOS ANGELES,1845 LA CIENEGA 90035-4603,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,10,11/20/2002,,"(34.0433, -118.3765)"
0000243243-0001-1,MARIO CRUZ HERNANDEZ,TOM'S NO 5 CHILIBURGERS/CHILI DOGS,4497 W PICO BLVD,LOS ANGELES,4497 PICO 90019-4244,,,,722110,Full-service restaurants,10,04/14/1995,,"(34.0484, -118.3335)"
0000101586-0001-9,BBB GROUP LLC,M GRILL,3832 WILSHIRE BLVD SUITE #202,LOS ANGELES,3832 WILSHIRE 90010-3222,,,,722110,Full-service restaurants,10,10/15/2003,,"(34.0616, -118.3095)"
0000349938-0001-7,NIHAL SINGH,PIZZA PIZZA,1205 OCEAN FRONT WALKS,VENICE,1205 OCEAN FRONT 90291-3205,,,,722110,Full-service restaurants,11,03/01/1996,,"(33.9889, -118.4754)"
0000277043-0001-3,KYUNG HWAN CHANG,HEADLINES DINER & PRESS CLUB,10922 KINROSS AVENUE,LOS ANGELES,10922 KINROSS 90024-3406,,,,722110,Full-service restaurants,5,05/27/2004,,"(34.0604, -118.4461)"
0000763860-0001-4,S & R SUBWAY INC,SUBWAY SANDWICHES STORE #13476,18200 SHEFFIELD LANE,NORTHRIDGE,18200 SHEFFIELD 91326-3609,,,,722110,Full-service restaurants,12,01/28/1998,,"(34.2836, -118.5307)"
0000111880-0009-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #11868,438 S GAFFEY STREET,SAN PEDRO,438 GAFFEY 90731-2436,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,15,10/10/2007,,"(33.7402, -118.2923)"
0000187472-0001-3,VARDAN YETARYAN,VAN BAKERY,5409 W SUNSET BLVD,LOS ANGELES,5409 SUNSET 90027-5613,,,,722110,Full-service restaurants,13,03/01/2000,,"(34.0981, -118.3072)"
0002730430-0001-9,JOSE M OROZCO,,11127 VENICE BLVD #10,LOS ANGELES,11127 VENICE 90034-6956,,,,722110,Full-service restaurants,5,02/06/2014,,"(34.0134, -118.4164)"
0002746213-0001-9,WHOLENEW WORLD,KOGINARA,3101 W 8TH STREET,LOS ANGELES,3101 8TH 90005-1902,,,,722110,Full-service restaurants,10,04/14/2014,,"(34.0577, -118.2941)"
0002057956-0003-6,"KING OF NEW YORK PIZZERIA, LLC",KING OF NEW YORK PIZZERIA,301 S WESTERN AVENUE #104,LOS ANGELES,301 WESTERN 90020-3816,,,,722110,Full-service restaurants,10,09/07/2006,,"(34.0689, -118.3091)"
0000909228-0001-3,DAISY TRACEY,TRACYS BELIZEAN RESTAURANT,3810 S WESTERN AVENUE,LOS ANGELES,3810 WESTERN 90062-1101,,,,722110,Full-service restaurants,8,06/15/1984,,"(34.0173, -118.3088)"
0002644638-0001-1,ZARIF RESTAURANT GROUP,CICADA RESTAURANT & BAR,617 S OLIVE STREET,LOS ANGELES,617 OLIVE 90014-1605,,,,722110,Full-service restaurants,14,10/01/2012,,"(34.0477, -118.2544)"
0000978554-0001-8,CROWN WOK INC,,6719 PLATT AVENUE,WEST HILLS,6719 PLATT 91307-3222,,,,722110,Full-service restaurants,12,02/01/1999,,"(34.1927, -118.6425)"
0000584039-0001-8,AL-MATT INC,MCDONALD'S RESTAURANT,505 W FLORENCE AVENUE,LOS ANGELES,505 FLORENCE 90044-6101,201 E ROOSEVELT ROAD,LONG BEACH,90807-2609,722110,Full-service restaurants,8,11/15/2001,,"(33.9746, -118.2829)"
0002102398-0001-1,REGENT CHINA INC,REGENT CHINA INN,739 N MAIN STREET,LOS ANGELES,739 MAIN 90012-1823,POST OFFICE BOX #2674,SAN GABRIEL,91778-2674,722110,Full-service restaurants,14,03/17/2006,,"(34.0586, -118.2374)"
0002743405-0001-9,SC1 GP INC,,155 N RAYMOND AVENUE,PASADENA,155 RAYMOND 91103-3921,16861 VENTURA BLVD SUITE #310,ENCINO,91436-1774,722110,Full-service restaurants,0,02/13/2014,,"(34.1486, -118.1489)"
0002700753-0001-5,RONG JIE GUAN,NEW DRAGON RESTAURANT,935 MEI LING WAY,LOS ANGELES,935 MEI LING 90012,,,,722110,Full-service restaurants,1,09/01/2013,,"(34.0652, -118.2379)"
0002678742-0001-4,XI LIU,HONGKONG EXPRESS,934 S LOS ANGELES STREET UNIT #3,LOS ANGELES,934 LOS ANGELES 90015-1774,,,,722110,Full-service restaurants,14,04/26/2013,,"(34.0403, -118.2546)"
0000205441-0001-8,"GUS JR ENTERPRISE, INC.",GUS JR #1 RESTAURANT,4001 S SAN PEDRO STREET,LOS ANGELES,4001 SAN PEDRO 90011-2912,,,,722110,Full-service restaurants,9,02/01/1985,,"(34.0105, -118.2652)"
0000607178-0002-1,JOSUE JOSE,TRIBAL CAFE,1651 W TEMPLE STREET #1,LOS ANGELES,1651 TEMPLE 90026-5026,,,,722110,Full-service restaurants,13,01/10/2011,,"(34.0684, -118.2625)"
0002615392-0001-0,MALIBU FISH GRILL 5 INC,MALIBU FISH GRILL,8000 W SUNSET BLVD SUITE #A120,LOS ANGELES,8000 SUNSET 90046-2439,17965 BEACH BLVD,HUNTINGTON BEACH,92647-7103,722110,Full-service restaurants,4,05/10/2012,,"(34.098, -118.3644)"
0002718462-0001-4,ARMANDO SEPULVEDA ROSA M SEPULVEDA,,5400 AVALON BLVD,LOS ANGELES,5400 AVALON 90011-5114,,,,722110,Full-service restaurants,9,12/20/2013,,"(33.9932, -118.2651)"
0000484417-0001-9,SHERMAN WAY RESTAURANT INC,SIZZLER,16955 SHERMAN WAY,VAN NUYS,16955 SHERMAN 91406-3614,,,,722110,Full-service restaurants,6,11/01/1998,,"(34.2012, -118.5023)"
0002558560-0001-8,SHUSHANIK GASPARYAN,FRESHY'S INTERNATIONAL GRILL,6506 LAUREL CANYON BLVD,NORTH HOLLYWOOD,6506 LAUREL CANYON 91606-1521,,,,722110,Full-service restaurants,2,05/03/2011,,"(34.1886, -118.3964)"
0000848666-0001-4,"KAFE TONA, INC",NORMANDIE KAFE H.C.,25825 VERMONT AVENUE,HARBOR CITY,25825 VERMONT 90710-3518,141 N BERENDO STREET,LOS ANGELES,90004-4781,722110,Full-service restaurants,15,04/16/2003,,"(33.7886, -118.2943)"
0002026922-0001-4,THE DARROB CORPORATION,D/R SOUL FOOD,7118 CRENSHAW BLVD,LOS ANGELES,7118 CRENSHAW 90043-4614,4250 1/2 HOOPER AVENUE,LOS ANGELES,90011-3230,722110,Full-service restaurants,8,02/05/2005,,"(33.9754, -118.3308)"
0002249337-0006-8,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,7221 VAN NUYS BLVD SUITE #B2,VAN NUYS,7221 VAN NUYS 91405-5858,17320 RED HILL AVENUE SUITE #140,IRVINE,92614-5695,722110,Full-service restaurants,2,02/13/2013,,"(34.2019, -118.4487)"
0002593113-0001-0,DEL REY PIZZA LLC,THE GOOD PIZZA,8115 W MANCHESTER AVENUE,PLAYA DEL REY,8115 MANCHESTER 90293-8211,,,,722110,Full-service restaurants,11,01/12/2012,,"(33.9587, -118.4376)"
0000910887-0001-1,MAURICIO RODRIGUEZ,LA FONDA DE DON CUPER,6661 LANKERSHIM BLVD,N HOLLYWOOD,6661 LANKERSHIM 91606-1612,,,,722110,Full-service restaurants,2,09/25/1998,,"(34.1913, -118.3877)"
0000007887-0001-6,GINZA SUSHI INC,,3914 WILSHIRE BLVD,LOS ANGELES,3914 WILSHIRE 90010-3303,,,,722110,Full-service restaurants,10,02/01/2000,,"(34.0617, -118.3116)"
0000078382-0002-2,AAA SUBWAY INVESTMENT GROUP INC,,310 S LA BREA AVENUE UNIT #E,LOS ANGELES,310 LA BREA 90036-3595,1270 S LA CIENEGA BLVD,LOS ANGELES,90035-2548,722110,Full-service restaurants,4,01/01/2008,,"(34.0686, -118.344)"
0002660505-0001-2,"KAZOKU GROUP, INC",KAZOKU SUSHI,5259 HOLLYWOOD BLVD,LOS ANGELES,5259 HOLLYWOOD 90027-4912,,,,722110,Full-service restaurants,13,02/12/2013,,"(34.1017, -118.3051)"
0000063498-0003-7,TOMDAN ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,5873 HOLLYWOOD BLVD,LOS ANGELES,5873 HOLLYWOOD 90028-5610,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,13,03/20/1996,,"(34.1016, -118.3177)"
0002469438-0001-3,CAFE BELLISIMO INC,,5214 LOS DIEGOS WAY,LOS ANGELES,5214 LOS DIEGOS 90027-1016,,,,722110,Full-service restaurants,4,11/02/2009,,"(34.1107, -118.3052)"
0002751055-0001-6,JACK HAGOP GULLAPIAN,ROSS'S BURGER & TACO,3312 W FLORENCE AVENUE,LOS ANGELES,3312 FLORENCE 90043-4782,,,,722110,Full-service restaurants,8,05/13/2014,,"(33.9745, -118.3297)"
0000838178-0001-0,EL ASADOR INC,EL ASADOR INC,1225 VENICE BLVD,LOS ANGELES,1225 VENICE 90006-5517,,,,722110,Full-service restaurants,1,05/01/1998,,"(34.0426, -118.2815)"
0002078239-0001-9,"TRIPLE C AND T, INC.",MATTEO'S RESTAURANT,2321 WESTWOOD BLVD,LOS ANGELES,2321 WESTWOOD 90064-2109,3101 OCEAN PARK BLVD SUITE #300,SANTA MONICA,90405-3022,722110,Full-service restaurants,5,11/10/2005,,"(34.042, -118.4301)"
0002747284-0001-6,"PEZ SEAFOOD DTLA, LLC",PEZ CANTINA,400 S HOPE STREET LOBBY,LOS ANGELES,400 HOPE 90071-2801,331 ROSEMONT BLVD,SAN GABRIEL,91775-2827,722110,Full-service restaurants,14,08/01/2014,,"(34.0522, -118.2536)"
0000526631-0001-7,E S V ASSOCIATES INC,GREENWICH VILLAGE PIZZERIA,512 E WASHINGTON BLVD,LOS ANGELES,512 WASHINGTON 90015-3723,,,,722110,Full-service restaurants,9,07/01/1986,,"(34.0288, -118.2598)"
0002706059-0001-9,WILLIS ADAMS CORPORATION,PARAGON BAR AND GRILL,8319 LOUISE AVENUE,NORTHRIDGE,8319 LOUISE 91325-4012,5632 VAN NUYS BLVD #293,VAN NUYS,91401-4602,722110,Full-service restaurants,12,10/07/2013,,"(34.2216, -118.5098)"
0000728033-0001-2,EXPRESION OAXAQUENA INC,,3078 W PICO BLVD,LOS ANGELES,3078 PICO 90006-3805,3078 W PICO BLVD,LOS ANGELES,90006-3805,722110,Full-service restaurants,10,07/01/2004,,"(34.0471, -118.3082)"
0000010016-0001-6,STRAWBERRY PATCH INC,SAN FRANCISCO SALOON CO DIV,11501 W PICO BLVD,LOS ANGELES,11501 PICO 90064-1519,,,,722110,Full-service restaurants,11,01/01/1975,,"(34.0333, -118.4424)"
0000013642-0001-0,ARNIE MORTON'S OF CHICAGO,ARNIE NORTONS OF CHICAGO-THE STEAKHOUSE | ATTN:LICENSING DEPT,435 S LA CIENEGA BLVD,LOS ANGELES,435 LA CIENEGA 90048-4001,1510 WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,5,05/01/1992,,"(34.0704, -118.3764)"
0002001277-0001-9,THE GEISHA HOUSE LLC,,6633 HOLLYWOOD BLVD,LOS ANGELES,6633 HOLLYWOOD 90028-6207,264 S LA CIENEGA BLVD #1076,BEVERLY HILLS,90211-3302,722110,Full-service restaurants,13,11/11/2004,,"(34.1015, -118.3347)"
0002389171-0001-9,NONTAPAN THONGLAI,SUNSHINE RESTAURANT,5706 SANTA MONICA BLVD,LOS ANGELES,5706 SANTA MONICA 90038-3202,,,,722110,Full-service restaurants,13,11/04/2008,,"(34.0907, -118.3137)"
0002758516-0001-8,BELIZEAN PARADISE INC,,1271 S LA BREA AVENUE,LOS ANGELES,1271 LA BREA 90019-1627,,,,722110,Full-service restaurants,10,04/01/2014,,"(34.0511, -118.3445)"
0000009834-0001-9,PALACIO INTERNATIONAL SOCIAL LODGE INC,PALACIO LODGE & HALL,8786 VAN NUYS BLVD,PANORAMA CITY,8786 VAN NUYS 91402-2405,,,,722110,Full-service restaurants,6,10/01/2004,,"(34.2294, -118.4502)"
0002645218-0001-9,LUCILA ALMIRANTE,JG'S NIPA HUT ATBP,22122 SHERMAN WAY #101,CANOGA PARK,22122 SHERMAN 91303-1135,,,,722110,Full-service restaurants,3,11/08/2012,,"(34.201, -118.6086)"
0002686585-0001-8,888 CR LP,CHOW MEIN CHINESE RESTAURANT,701 W CESAR E CHAVEZ AVENUE UNIT #108,LOS ANGELES,701 CESAR E CHAVEZ 90012-2184,POST OFFICE BOX #3332,SOUTH PASADENA,91031-6332,722110,Full-service restaurants,1,06/17/2013,,"(34.0606, -118.2438)"
0000943080-0001-4,RESTAURANTS UNLIMITED INC,"RESTAURANTS UNLIMITED, INC.",10877 WILSHIRE BLVD #150,LOS ANGELES,10877 WILSHIRE 90024-4335,411 1ST AVENUE S SUITE #200N,SEATTLE,98104-3831,722110,Full-service restaurants,5,02/15/1999,,"(34.0591, -118.4425)"
0002602932-0001-9,UBOLSIRI KOIKE,JASMINE THAI CUISINE,19707 RINALDI STREET,PORTER RANCH,19707 RINALDI 91326-4143,,,,722110,Full-service restaurants,12,04/01/2011,,"(34.2749, -118.5623)"
0000845061-0001-1,MARISCOS COLIMA CORPORATION,MARISCOS COLIMA RESTAURANT,11314 VANOWEN STREET,N HOLLYWOOD,11314 VANOWEN 91605-6320,671 N MACLAY AVENUE,SAN FERNANDO,91340-2136,722110,Full-service restaurants,2,11/01/1998,,"(34.1939, -118.3773)"
0000765697-0001-5,ELI MILLER,ELI'S HOT DOG,15425 KESWICK STREET,VAN NUYS,15425 KESWICK 91406-2009,5926 NOBLE AVENUE,VAN NUYS,91411-3025,722110,Full-service restaurants,6,03/04/2003,,"(34.2102, -118.4689)"
0002461624-0001-0,GINEKIS ENTERPRISES INC,,8638 W 3RD STREET,LOS ANGELES,8638 3RD 90048-3323,2110 ARTESIA BLVD UNIT #389,REDONDO BEACH,90278-3073,722110,Full-service restaurants,5,09/01/2008,,"(34.0735, -118.3807)"
0002623237-0001-4,MIN YOUNG KIM,CALIFORNIA SUSHI AND TERIYAKI,8315 DE SOTO AVENUE,CANOGA PARK,8315 DE SOTO 91304-2702,10229 VARIEL AVENUE #29,CHATSWORTH,91311-6719,722110,Full-service restaurants,3,06/26/2012,,"(34.2203, -118.5885)"
0002530191-0001-0,VOUNG HOA,NEW CHINA EXPRESS,14863 SHERMAN WAY,VAN NUYS,14863 SHERMAN 91405-2254,,,,722110,Full-service restaurants,6,10/01/2010,,"(34.2012, -118.4566)"
0002377803-0003-5,SUSHI NOZAWA LLC,KAZUNORI,421 S MAIN STREET,LOS ANGELES,421 MAIN 90013-1310,11628 SANTA MONICA BLVD #200,LOS ANGELES,90025-2951,722110,Full-service restaurants,14,07/15/2014,,"(34.0475, -118.2477)"
0000680385-0001-9,ADAGIO RISTORANTE INC,,22841 VENTURA BLVD,WOODLAND HILLS,22841 VENTURA 91364-1202,,,,722110,Full-service restaurants,3,11/15/1988,,"(34.1656, -118.6243)"
0000417392-0001-4,INKEUM KIM,THE CORNER PLACE,2819 JAMES M WOOD BLVD,LOS ANGELES,2819 JAMES M WOOD 90006-1701,,,,722110,Full-service restaurants,1,09/01/1982,,"(34.0558, -118.2897)"
0002572863-0001-5,DOMINATION COLLABORATION INC,MIXTO,2827 HYPERION AVENUE,LOS ANGELES,2827 HYPERION 90027-2505,POST OFFICE BOX #26387,LOS ANGELES,90026-0387,722110,Full-service restaurants,4,08/01/2011,,"(34.1082, -118.2717)"
0000640881-0001-6,STEVE/CHOUSINN T NGOR,BEST/FRESH DONUTS,15681 ROXFORD STREET,SYLMAR,15681 ROXFORD 91342-3550,,,,722110,Full-service restaurants,7,06/21/2002,,"(34.3097, -118.4734)"
0000086039-0001-5,GUILLERMO G CANO,LA NOCHE BUENA,8 OLVERA STREET #E,LOS ANGELES,8 OLVERA 90012-2921,,,,722110,Full-service restaurants,14,06/03/1993,,"(34.0571, -118.2382)"
0000195233-0001-9,RICARDO D/MARIA FLORES,RINCON CHILIENO,4352 MELROSE AVENUE,LOS ANGELES,4352 MELROSE 90029-3543,5300 W 135TH STREET,HAWTHORNE,90250-4964,722110,Full-service restaurants,13,06/27/1979,,"(34.0835, -118.2952)"
0000766657-0001-8,STONEFIRE GRILL 2 INC,STONEFIRE GRILL,6405 FALLBROOK AVENUE,WEST HILLS,6405 FALLBROOK 91307-3518,5655 LINDERO CANYON ROAD SUITE #204,WESTLAKE VILLAGE,91362-4044,722110,Full-service restaurants,12,02/25/2003,,"(34.1865, -118.6233)"
0000974847-0001-3,ESTEBAN LARA XOCHITLA,STEVES BIGGER SUBS,4533 SEPULVEDA BLVD,VAN NUYS,4533 SEPULVEDA 91403-4047,,,,722110,Full-service restaurants,4,08/16/1999,,"(34.1523, -118.4665)"
0000692608-0001-9,EDWARD H/FAY L/NEAL S/MARTIN G/MARLA E RUBY,MCDONALDS OF SAN PEDRO #2,976 N WESTERN AVENUE,SAN PEDRO,976 WESTERN 90732-2427,3198 AIRPORT LOOP DRIVE,COSTA MESA,92626-3407,722110,Full-service restaurants,15,02/10/1989,,"(33.752, -118.3088)"
0002594105-0001-2,MARIA Y CABRERA,EL TACO TORRO,8879 LAUREL CANYON BLVD #F,SUN VALLEY,8879 LAUREL CANYON 91352-2960,,,,722110,Full-service restaurants,6,09/30/2011,,"(34.2306, -118.4023)"
0002607732-0001-9,SLOW & LOW HOSPITALITY LP,GUSTO,8432 W 3RD STREET,LOS ANGELES,8432 3RD 90048-4112,6275 COMMODORE SLOAT DRIVE,LOS ANGELES,90048-5403,722110,Full-service restaurants,5,03/28/2012,,"(34.0731, -118.3742)"
0000850893-0012-1,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,1550 S LA CIENEGA BLVD,LOS ANGELES,1550 LA CIENEGA 90035-3713,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,10,12/18/2001,,"(34.0495, -118.3761)"
0002774045-0001-7,FRANCISCO J ESTRADA,TACOS CHAPALITA,2929  1/2 N BROADWAY,LOS ANGELES,2929 BROADWAY 90031-2602,,,,722110,Full-service restaurants,1,08/01/2014,,"(34.0737, -118.2113)"
0002524117-0001-1,SUN INC JAPANESE CUISINE & SUSHI BAR,,8920 RESEDA BLVD,NORTHRIDGE,8920 RESEDA 91324-3914,,,,722110,Full-service restaurants,12,10/06/2010,,"(34.2326, -118.536)"
0000240026-0001-0,L A TASTY FOOD CO INC,EL POLLO LOCO,260 S BROADWAY,LOS ANGELES,260 BROADWAY 90012-3605,112 W 9TH STREET SUITE #1124,LOS ANGELES,90015-1569,722110,Full-service restaurants,14,06/01/1995,,"(34.0513, -118.2475)"
0002575180-0001-3,CONNIE LOPEZ,LA GRANDE DE SINALOA,2201 S SAN PEDRO STREET UNIT #D,LOS ANGELES,2201 SAN PEDRO 90011-1158,8336 EGLISE AVENUE,PICO RIVERA,90660-5222,722110,Full-service restaurants,9,08/25/2011,,"(34.0249, -118.2592)"
0002116030-0001-4,R L S INC,THE VENETIAN PALACE,6740 CORBIN AVENUE,RESEDA,6740 CORBIN 91335-4950,,,,722110,Full-service restaurants,3,05/02/2005,,"(34.1927, -118.5622)"
0000739896-0001-7,ARTURO ARREDONDO,OSTIONERIA COLIMA #2,434 N ALVARADO STREET,LOS ANGELES,434 ALVARADO 90026-4902,,,,722110,Full-service restaurants,13,02/16/1990,,"(34.0707, -118.2677)"
0000737928-0001-4,EBI ENTERPRISES INC,POPEYES CHICKEN #3363,18300 VANOWEN STREET #1,RESEDA,18300 VANOWEN 91335-5494,8016 LOUISE AVENUE,NORTHRIDGE,91325-4446,722110,Full-service restaurants,3,11/10/2003,,"(34.1938, -118.5316)"
0000748761-0001-4,LAWRENCE L / DENNIS G LEVINE,MONTY'S STEAK HOUSE & SEAFOOD RESTAURANT,5371 TOPANGA CANYON BLVD,WOODLAND HILLS,5371 TOPANGA CANYON 91364-1723,,,,722110,Full-service restaurants,3,02/18/1991,,"(34.1678, -118.6059)"
0000908575-0001-5,SIZZLER USA RESTAURANTS INC,SIZZLER #1628,400 S VERMONT AVENUE,LOS ANGELES,400 VERMONT 90020-1910,25910 ACERO SUITE #350,MISSION VIEJO,92691-7908,722110,Full-service restaurants,13,05/02/1983,,"(34.0673, -118.2916)"
0000650423-0015-7,DEL TACO LLC,DEL TACO #974,19309 ROSCOE BLVD,NORTHRIDGE,19309 ROSCOE 91324-4242,25521 COMMERCENTRE DRIVE,LAKE FOREST,92630-8857,722110,Full-service restaurants,3,05/11/1998,,"(34.2204, -118.5538)"
0000709034-0001-1,RICHARD RAYA,CARNITAS MICHOACAN NO 3,741 S SOTO STREET,LOS ANGELES,741 SOTO 90023-1336,,,,722110,Full-service restaurants,14,01/01/1990,,"(34.0347, -118.2154)"
0000136973-0001-0,JAMBA JUICE COMPANY,JAMBA JUICE CO,21915 VENTURA BLVD,WOODLAND HILLS,21915 VENTURA 91364-1725,6475 CHRISTIE AVENUE SUITE #150,EMERYVILLE,94608-2259,722110,Full-service restaurants,3,09/05/1994,,"(34.1684, -118.604)"
0002648108-0001-9,FRIDATACOS WESTSIDE LLC,FRIDA TACOS WESTSIDE,10800 W PICO BLVD UNIT #326,LOS ANGELES,10800 PICO 90064-2138,250 S BEVERLY DRIVE UNIT #203,BEVERLY HILLS,90212-3811,722110,Full-service restaurants,5,11/29/2012,,"(34.0407, -118.4272)"
0002266884-0004-8,LAGUARDIA ENTERPRISES INC,SONSONATE GRILL #2,4350 AVALON BLVD,LOS ANGELES,4350 AVALON 90011-5647,,,,722110,Full-service restaurants,9,11/24/2010,,"(34.0044, -118.2652)"
